tweet_id,created_at,date,hour,weekday,user_name,country,posted_via,client,user_followers,user_verified,hashtags,tweet_text,text_clean,p_negative,p_neutral,p_positive,sentiment,sentiment_score,confidence,margin
t00819,2020-08-16 07:15:42,2020-08-16,7,Sunday,Aimee Bisset,,Twitter website,Twitter Web App,899,False,"['hero', '4Humanity', 'COVID19']","WANTED: Modern day #hero for #4Humanity campaign, this campaign is for the 3rd phase of #COVID19 vaccine from UA... https://t.co/dRCC5jIlXh",wanted modern day hero campaign campaign phase vaccine,0.0171,0.7709,0.212,Neutral,0.1949,0.7709,0.5589
t00820,2020-08-16 07:24:24,2020-08-16,7,Sunday,Dazzler,United Kingdom,Phone or tablet app,Twitter for iPhone,13,False,['COVID19'],Hmmmm.... There might be a second wave. Let’s decommission the Nightingale hospitals. 🤔🤔🤔 @BorisJohnson #COVID19,hmmmm might second wave let decommission nightingale hospital,0.3833,0.5967,0.0201,Neutral,-0.3632,0.5967,0.2134
t00821,2020-08-16 07:28:37,2020-08-16,7,Sunday,Alexandra Lyyli Ankrah,,Twitter website,Twitter Web App,1508,False,['Sikh'],We will remember. The contribution of #Sikh peoples a tradition of bravery and sacrifice which continues today acro... https://t.co/cJ1hjPrgCp,remember contribution sikh people tradition bravery sacrifice continues today acro,0.0099,0.2439,0.7462,Positive,0.7363,0.7462,0.5023
t00822,2020-08-16 08:00:01,2020-08-16,8,Sunday,TheMorningStandard,India,Scheduling tool,Buffer,818,True,"['Delhi', 'COVID19']","#Delhi recorded 1,118 fresh #COVID19 cases and 26 deaths due to the virus in the last 24 hours, taking its total... https://t.co/JrGt0X5v20",delhi recorded fresh case death due virus last hour taking total,0.5895,0.3936,0.0168,Negative,-0.5727,0.5895,0.1959
t00823,2020-08-16 08:10:19,2020-08-16,8,Sunday,Rich Daddy,United States,Phone or tablet app,Twitter for iPhone,105,False,['COVID19'],#COVID19 has got me like https://t.co/FBaSjc5Qd9,got like,0.8613,0.1246,0.0141,Negative,-0.8472,0.8613,0.7367
t00824,2020-08-16 08:10:59,2020-08-16,8,Sunday,Nine News Queensland,Australia,Scheduling tool,Grabyo,135513,True,['Covid19'],"A #Covid19 vaccine could be on the horizon, with the Health Minister revealing he's now optimistic a breakthrough i... https://t.co/C02lRcbEjn",vaccine could horizon health minister revealing optimistic breakthrough,0.0055,0.2784,0.7161,Positive,0.7106,0.7161,0.4377
t00825,2020-08-16 08:29:47,2020-08-16,8,Sunday,The Ken,India,TweetDeck,TweetDeck,30025,True,,.@sumanthr's second story of the week explored what Practo’s new $32M funding round means for it. The healthtech co... https://t.co/5u7REScQno,second story week explored practo new funding round mean healthtech,0.0044,0.8089,0.1867,Neutral,0.1823,0.8089,0.6221
t00826,2020-08-16 08:47:00,2020-08-16,8,Sunday,洋介チェルノブイリ,,Twitter website,Twitter Web App,1091,False,,@clareappleyard hi I did write about Japanese fine system. I appreciate you if you read or spread your friend thank... https://t.co/D3f0Z8tFA6,write japanese fine system appreciate read spread friend thank,0.0039,0.0922,0.9039,Positive,0.9,0.9039,0.8117
t00827,2020-08-16 08:49:29,2020-08-16,8,Sunday,Antoine Neuraz,,Phone or tablet app,Tweetbot for iOS,23,False,"['NLP', 'EHR', 'COVID19']",How #NLP can help amplifying signals in #EHR. Example with an emergent disease like #COVID19 published in @jmirpub... https://t.co/rz9chPRND9,nlp help amplifying signal ehr example emergent disease like published,0.0108,0.7203,0.2689,Neutral,0.2581,0.7203,0.4514
t00828,2020-08-16 08:49:53,2020-08-16,8,Sunday,TacoFaceFreedom,India,Phone or tablet app,Twitter for iPhone,17,False,,@moayush should be embarrassed today and should be dissolved. AYUSH Minister Shripad Naik spreads miss informatio... https://t.co/odZokEW0Xp,embarrassed today dissolved ayush minister shripad naik spread miss informatio,0.907,0.0884,0.0046,Negative,-0.9024,0.907,0.8185
t00829,2020-08-16 08:52:11,2020-08-16,8,Sunday,JayEnAar,,Twitter website,Twitter Web App,4456,False,"['Covid19', 'Pandemic', 'lockdown', 'India']","Yes, it was #Covid19 #Pandemic and the #lockdown that did it for the economy, but #India should be in no doubt that... https://t.co/Z872VSQmwE",yes pandemic lockdown economy india doubt,0.3755,0.5567,0.0678,Neutral,-0.3077,0.5567,0.1813
t00830,2020-08-16 08:54:11,2020-08-16,8,Sunday,JandK Headlines,,Phone or tablet app,Twitter for Android,31013,False,"['Kashmir', 'COVID19']",Religious places reopens in #Kashmir after five months of #COVID19 lockdown. Video by @basiitzargar https://t.co/3wMop0UfLV,religious place reopens kashmir five month lockdown video,0.0135,0.8815,0.105,Neutral,0.0915,0.8815,0.7765
t00831,2020-08-16 08:57:08,2020-08-16,8,Sunday,Vi,Australia,Twitter website,Twitter Web App,1293,False,"['COVID19Vic', 'COVID19Aus', 'COVID', 'COVID19', 'Covid19VicData', 'snafu']","So how many deaths is it, @ABCaustralia? #COVID19Vic #COVID19Aus #COVID #COVID19 #Covid19VicData #snafu https://t.co/BTcfkHcdy3",many death snafu,0.4799,0.5047,0.0154,Neutral,-0.4645,0.5047,0.0249
t00832,2020-08-16 08:58:53,2020-08-16,8,Sunday,4ALLSEASONS,United Kingdom,Phone or tablet app,Twitter for iPhone,358,False,,"Hello everyone, we have been making the most of the good weather as it doesn’t ever last in Scotland. We are busy t... https://t.co/EJzKQvkPzE",hello everyone making good weather ever last scotland busy,0.0038,0.0274,0.9688,Positive,0.965,0.9688,0.9413
t00833,2020-08-16 09:00:37,2020-08-16,9,Sunday,Unicef UK,,Scheduling tool,Hootsuite Inc,231770,True,['covid19'],"Amid the #covid19 pandemic, Unicef has supplies more than 84 tons of soap to most vulnerable families including tho... https://t.co/pJS3JnHeOW",amid pandemic unicef supply ton soap vulnerable family including tho,0.3331,0.6166,0.0504,Neutral,-0.2827,0.6166,0.2835
t00834,2020-08-16 09:06:52,2020-08-16,9,Sunday,Malaria No More India,India,Twitter website,Twitter Web App,49,False,,"Monsoon increases the chances of getting malaria. Be prepared beforehand. Use mosquito repellents, coils, and bedne... https://t.co/giIle4yZFO",monsoon increase chance getting malaria prepared beforehand use mosquito repellent coil bedne,0.4507,0.5168,0.0325,Neutral,-0.4182,0.5168,0.0662
t00835,2020-08-16 09:07:10,2020-08-16,9,Sunday,Strayt,United Kingdom,Phone or tablet app,Twitter for iPhone,18,False,"['loser', 'COVID19Vic']",@SkyNewsAust @DanielAndrewsMP Great if martial law is your thing. Good luck with that #loser #COVID19Vic... https://t.co/Vvo5nxI0Ah,great martial law thing good luck loser,0.6296,0.2464,0.124,Negative,-0.5056,0.6296,0.3832
t00836,2020-08-16 09:15:06,2020-08-16,9,Sunday,CYRIL,Ireland,Phone or tablet app,Twitter for Android,36,False,"['Israel', 'SaudiArabia']","@realDonaldTrump What happened was not done by US envoy, Israel #Israel and saudi Arabia #SaudiArabia are doing all... https://t.co/dd89gI7beG",happened done envoy israel israel saudi arabia saudiarabia,0.464,0.5162,0.0198,Neutral,-0.4442,0.5162,0.0522
t00837,2020-08-17 03:07:23,2020-08-17,3,Monday,MichaelLowe,,Twitter website,Twitter Web App,442,False,,@lauferlaw @trish_regan the few billion the USPS needs is a drop in the bucket compared to @realDonaldTrump's tax c... https://t.co/PosJUD5UeJ,billion usps need drop bucket compared tax,0.5099,0.4561,0.034,Negative,-0.4759,0.5099,0.0538
t00838,2020-08-17 03:08:30,2020-08-17,3,Monday,Joyce Honigford,,Phone or tablet app,Twitter for Android,4,False,,@DonaldJTrumpJr my daughter relapsed from leukemia in December 2019. Caught covid-19 in June. Fully recovered using... https://t.co/9p6dxKcjGf,daughter relapsed leukemia december caught june fully recovered using,0.2097,0.7221,0.0683,Neutral,-0.1414,0.7221,0.5124
t00839,2020-08-17 03:11:56,2020-08-17,3,Monday,Kiran Kumar Pabbathi,,Twitter website,Twitter Web App,250,False,"['ArtificialIntelligence', 'SushantSingRajput']",#ArtificialIntelligence #SushantSingRajput project needs serious investigation.Such a brilliant mind's homicide z b... https://t.co/sMcjHr1NYq,artificialintelligence sushantsingrajput project need serious brilliant mind homicide,0.156,0.4743,0.3698,Neutral,0.2138,0.4743,0.1045
t00840,2020-08-17 04:07:10,2020-08-17,4,Monday,Cori 🗽,United States,Twitter website,Twitter Web App,8670,False,,Joe Biden is an absolute coward. He wants to debate Trump on Zoom now. This guy cannot lead our country. He is a... https://t.co/qaa4Q05IoP,joe biden absolute coward want debate trump zoom guy lead country,0.9276,0.0651,0.0072,Negative,-0.9204,0.9276,0.8625
t00841,2020-08-17 04:08:08,2020-08-17,4,Monday,Open Letters,,Bot or auto-feed,Resistbot Open Letters,17407,True,,🖋 Sign “Authorize COVID-19 Rapid Testing” and I’ll deliver a copy to your officials: https://t.co/FyKxuXN0Aw 📨 No.... https://t.co/eSXDyU9pdQ,sign authorize rapid testing deliver copy official,0.0456,0.9189,0.0354,Neutral,-0.0102,0.9189,0.8733
t00842,2020-08-17 04:15:48,2020-08-17,4,Monday,Manickam Tagore MP🇮🇳✋மாணிக்கம் தாகூர்,,Phone or tablet app,Twitter for iPhone,22948,True,,India 🇮🇳 lost 50000 lives . But no one takes responsibility🤔 One day 941 deaths reported in India But no one take... https://t.co/5iLeDUSFKy,india lost life one take one day death reported india one take,0.9002,0.0948,0.005,Negative,-0.8952,0.9002,0.8055
t00843,2020-08-17 04:20:19,2020-08-17,4,Monday,japanism,,Phone or tablet app,Twitter for iPhone,748,False,['Japan'],#Japan PMs aloof tone deaf and now MIA in hospital largely withdrawn from government decision making and question d... https://t.co/VJvLGQRO58,japan pm aloof tone deaf mia hospital largely withdrawn government decision making question,0.7408,0.2511,0.0082,Negative,-0.7326,0.7408,0.4897
t00844,2020-08-17 04:22:53,2020-08-17,4,Monday,luden,United States,Phone or tablet app,Twitter for iPhone,14,False,"['COVID19', 'concerts']",#COVID19 #concerts are nuts! https://t.co/0mqbkYtj9o,concert nut,0.7476,0.2084,0.0439,Negative,-0.7037,0.7476,0.5392
t00845,2020-08-17 04:30:21,2020-08-17,4,Monday,East Asia Forum,,Scheduling tool,Buffer,22054,False,['COVID19'],"Industrial policy the wrong treatment for #COVID19 woes, writes the EAF Editorial Board (@ANUCrawford).... https://t.co/02VWCHOLpD",industrial policy wrong treatment woe writes eaf editorial board,0.7565,0.2346,0.0089,Negative,-0.7476,0.7565,0.5219
t00846,2020-08-17 04:40:13,2020-08-17,4,Monday,Judy Hager 🌊🌊🌊,United States,Twitter website,Twitter Web App,4736,False,,Please read the entire thread. This is what we are opening ourselves up to when we open schools. Teachers want... https://t.co/L4iHsFc8FX,please read entire thread opening open school teacher want,0.0234,0.7286,0.248,Neutral,0.2246,0.7286,0.4805
t00847,2020-08-17 04:45:27,2020-08-17,4,Monday,Mimi #FoundRoksiefied,,Phone or tablet app,Twitter for Android,1443,False,['Rosie_XSpedyweightloss'],Nothing beats the day than a #Rosie_XSpedyweightloss package in your life . It takes care of everything and soothes... https://t.co/kYCE7GuFRG,nothing beat day package life take care everything soothes,0.0031,0.0167,0.9802,Positive,0.9771,0.9802,0.9636
t00848,2020-08-17 04:46:04,2020-08-17,4,Monday,Shubham Jain,India,Phone or tablet app,Twitter for iPhone,3,False,"['corono', 'epidemic']",I strongly feel GOI has now lost whole hope against #corono #epidemic Plz GOI I beg you I am a common citizen of th... https://t.co/yjNxbSubt4,strongly feel goi lost whole hope corono epidemic plz goi beg common citizen,0.8564,0.1301,0.0135,Negative,-0.8429,0.8564,0.7264
t00849,2020-08-17 05:03:06,2020-08-17,5,Monday,NewsVoir,India,Twitter website,Twitter Web App,501,False,"['COVID19', 'realestate']","Despite #COVID19 Disruptions, Ace Group Committed to Timely Delivery of Projects @AceGroupIndia #realestate Read... https://t.co/RYqM3D8ZXO",despite disruption ace group committed timely delivery project realestate read,0.029,0.6573,0.3137,Neutral,0.2847,0.6573,0.3436
t00850,2020-08-17 05:30:47,2020-08-17,5,Monday,contentworks,,Scheduling tool,AgoraPulse Manager,1821,False,,"Today, we're heading down under to take a look at the top 5 companies headquartered in Australia and how they're fa... https://t.co/xA99i9wEzr",today heading take look top company headquartered australia,0.0056,0.8721,0.1222,Neutral,0.1166,0.8721,0.7499
t00851,2020-08-17 05:42:19,2020-08-17,5,Monday,New Straits Times,,TweetDeck,TweetDeck,718075,True,"['NSTworld', 'India', 'coronavirus']","#NSTworld #India's death toll from the #coronavirus surpassed 50,000 on Monday, with more than 900 new fatalities r... https://t.co/yBugQbhkHz",nstworld india death toll surpassed monday new fatality,0.7017,0.284,0.0143,Negative,-0.6874,0.7017,0.4177
t00852,2020-08-17 05:55:40,2020-08-17,5,Monday,Mudhi Mixture,India,Twitter website,Twitter Web App,51,False,"['Odisha', 'COVID19']","#Odisha #COVID19 Report | 16th August 2020 More than 50,000 tests conducted in the last 24 hours with 2244 new cas... https://t.co/MRwb3VXii1",odisha report august test conducted last hour new ca,0.0459,0.9123,0.0418,Neutral,-0.0041,0.9123,0.8665
t00853,2020-08-17 05:57:36,2020-08-17,5,Monday,ANI,India,Twitter website,Twitter Web App,4652880,True,['COVID19'],"2,244 new #COVID19 cases, 1,550 recoveries reported in Odisha on 16th August. Total number of cases stands at 62,29... https://t.co/1XnlVP8yMl",new case recovery reported odisha august total case stand,0.1437,0.8203,0.036,Neutral,-0.1077,0.8203,0.6765
t00854,2020-08-17 06:17:34,2020-08-17,6,Monday,Ablife,United States,Phone or tablet app,Twitter for iPhone,11,False,"['pandemicUSA', 'covid19', 'China']","The smoking gun, funding China, #pandemicUSA #covid19 #China",smoking gun funding china pandemicusa china,0.8275,0.1584,0.0141,Negative,-0.8134,0.8275,0.6691
t00855,2020-08-17 06:37:02,2020-08-17,6,Monday,COVID19 in Asia-Pacific,,Phone or tablet app,Twitter for iPhone,37731,False,,Airlangga University is currently developing in collaboration with several Indonesian institutions “the first... https://t.co/gzWf6b3Ox3,airlangga university currently developing collaboration several indonesian institution first,0.004,0.7959,0.2001,Neutral,0.1961,0.7959,0.5957
t00856,2020-08-17 06:46:26,2020-08-17,6,Monday,Coronavirus Updates,,Bot or auto-feed,COVID19-Updates,502,False,"['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",30 new cases in Hungary [7:46 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic,new case hungary gmt coronavirusupdate coronaviruspandemic,0.6595,0.3262,0.0143,Negative,-0.6452,0.6595,0.3334
t00857,2020-08-17 06:47:56,2020-08-17,6,Monday,G Plus,,Twitter website,Twitter Web App,28565,True,,"For people suffering from Down Syndrome and Autism, the pandemic, lockdown, etc are far beyond their levels of comp... https://t.co/4WLDYsmQol",people suffering syndrome autism pandemic lockdown etc far beyond level comp,0.7804,0.2042,0.0154,Negative,-0.765,0.7804,0.5763
t00858,2020-08-17 06:52:13,2020-08-17,6,Monday,Steven Nunnery,,Phone or tablet app,Twitter for Android,616,False,"['Walmart', 'producer', 'documentary', 'medical', 'HIPPA', 'MaskUp', 'Security', 'covid19']",#Walmart #producer #documentary #medical #HIPPA #MaskUp #Security #covid19 https://t.co/jJ8OVvoGCn Its hard to... https://t.co/bnvSNxpoX6,walmart producer documentary medical hippa maskup security hard,0.6447,0.3314,0.024,Negative,-0.6207,0.6447,0.3133
t00859,2020-08-17 06:59:49,2020-08-17,6,Monday,Myan Lyca,,Phone or tablet app,Twitter for iPhone,10,False,,"❗️Now is the time that everyone needs to be careful .😣 ❗️According to (17.8.2020), there are (375) confirmed cases... https://t.co/VxMXUt4jXS",time everyone need careful confirmed case,0.4115,0.5624,0.0261,Neutral,-0.3854,0.5624,0.1509
t00860,2020-08-17 07:03:56,2020-08-17,7,Monday,Deccan Herald,India,Twitter website,Twitter Web App,58295,True,['Covid19'],Cruise ship passengers had their temperatures checked and took #Covid19 tests Sunday so they could set sail on what... https://t.co/MZZW9VBXBq,cruise ship passenger temperature checked took test sunday could set sail,0.032,0.928,0.04,Neutral,0.008,0.928,0.888
t00861,2020-08-17 07:06:19,2020-08-17,7,Monday,COVID19 News,Global / unstated,Scheduling tool,ContentStudio.io,85,False,"['CoronaVirusUpdates', 'covid19']","Biden, Harris call for all states to mandate masks after first joint Covid-19 briefing #CoronaVirusUpdates #covid19 https://t.co/MHSlv4HSpR",biden harris call state mandate mask first joint briefing coronavirusupdates,0.0815,0.8528,0.0656,Neutral,-0.0159,0.8528,0.7713
t00862,2020-08-17 07:29:49,2020-08-17,7,Monday,Bolt News,India,Scheduling tool,Blog2Social APP,240,False,,"Divyansh Singh, August 17, 2020, Bangalore SC Dismisses Plea to Postpone NEET, JEE: Exams To Be Held In September.... https://t.co/2LPO2i93Yx",divyansh singh august bangalore dismisses plea postpone neet jee exam held september,0.2118,0.7702,0.018,Neutral,-0.1938,0.7702,0.5584
t00863,2020-08-17 07:38:07,2020-08-17,7,Monday,Phil Nice (I'm with stupid 👉 🇬🇧 🇺🇲 🇧🇷 🇷🇺),United Kingdom,Phone or tablet app,Twitter for Android,6871,False,,Bozo the clown and the corrupt cabal have been fed a truth serum. You have five minutes to ask them one question be... https://t.co/J9XWBZh3hJ,bozo clown corrupt cabal fed truth serum five minute ask one question,0.7792,0.207,0.0138,Negative,-0.7654,0.7792,0.5722
t00864,2020-08-17 07:38:35,2020-08-17,7,Monday,COVID 19 India Updates,,Phone or tablet app,Twitter for Android,1181,False,['COVID19'],"894 new #COVID19 cases, 2,006 recoveries &amp; 10 deaths reported in Telangana on August 16, taking the total number of... https://t.co/7RGpqUAZDv",new case recovery death reported telangana august taking total,0.5317,0.4529,0.0154,Negative,-0.5163,0.5317,0.0788
t00865,2020-08-17 07:50:48,2020-08-17,7,Monday,ABS-CBN News Channel,Philippines,TweetDeck,TweetDeck,5011132,True,['COVID19'],No one can come close': Roque says Duterte in 'perpetual isolation' due to #COVID19 threat https://t.co/XGrc9z9HMt,one come close roque say duterte isolation due threat,0.346,0.6197,0.0343,Neutral,-0.3117,0.6197,0.2736
t00866,2020-08-17 08:00:25,2020-08-17,8,Monday,Alchemy Arts,,Scheduling tool,Buffer,661,False,['COVID19'],Don't forget that we've produced a number of visual aids to help you make sense of the latest #COVID19 information!... https://t.co/IKRVpaPo8S,forget produced visual aid help make sense latest information,0.0046,0.2665,0.7289,Positive,0.7243,0.7289,0.4624
t00867,2020-08-17 08:01:17,2020-08-17,8,Monday,BITC Gender Equality,United Kingdom,Scheduling tool,Hootsuite Inc,8792,False,,"*TODAY 11am* Every child should be supported to achieve in education, leading to a successful working life. In this... https://t.co/Y8pmVJJr8Z",today every child supported achieve education leading successful working life,0.0027,0.0958,0.9016,Positive,0.8989,0.9016,0.8058
t00868,2020-08-17 08:01:20,2020-08-17,8,Monday,Carole Gordon,United Kingdom,Phone or tablet app,Twitter for iPad,1189,False,"['COVID19', 'Oleander']",Only “some” health officials are alarmed at Trump pushing a highly toxic plant as a cure for #COVID19? #Oleander https://t.co/bpya0yrvtU,health official alarmed trump pushing highly toxic plant cure oleander,0.7431,0.2468,0.0101,Negative,-0.733,0.7431,0.4964
t00869,2020-08-17 08:01:54,2020-08-17,8,Monday,@SNCLavalin,Global / unstated,Scheduling tool,Hootsuite Inc,22251,True,"['COVID19', 'construction']",We will soon see the impacts of #COVID19 to our onsite #construction workforce. Read Steve Tubby’s article to learn... https://t.co/OyBanksGo0,soon see impact onsite construction workforce read steve tubby article learn,0.1383,0.8087,0.053,Neutral,-0.0853,0.8087,0.6704
t00870,2020-08-17 08:03:16,2020-08-17,8,Monday,Dinesh Chauhan,India,Phone or tablet app,Twitter for Android,884,False,['Covid19'],"In India death count surpassed 50,000 due to #Covid19 . Who is responsible for this tragedy ? 1) Jwahar Lal Nehru 2... https://t.co/YQqhub9qZm",india death count surpassed due responsible tragedy jwahar lal nehru,0.8475,0.1432,0.0093,Negative,-0.8382,0.8475,0.7043
t00871,2020-08-17 08:05:11,2020-08-17,8,Monday,PDICH1,Nigeria,Phone or tablet app,Twitter for Android,275,False,"['WASH', 'COVID19', 'handwashing']",There is still a huge need of #WASH facilities especially for children in developing countries #COVID19 #handwashing https://t.co/DhrgknqmSP,still huge need wash facility especially child developing country handwashing,0.3294,0.622,0.0486,Neutral,-0.2808,0.622,0.2927
t00872,2020-08-17 08:06:29,2020-08-17,8,Monday,Vicar of Dimbleby 🇪🇺,,Phone or tablet app,Twitter for Android,631,False,['COVID19'],"@CaroleHorsford @Benface1989 @GMB @ProfKarolSikora Do you not know #COVID19 kills and disables for life, whilst tho... https://t.co/qav0i9Jd3z",know kill disables life whilst tho,0.6163,0.3717,0.012,Negative,-0.6043,0.6163,0.2445
t00873,2020-08-17 08:08:53,2020-08-17,8,Monday,Lalitendu Bidyadhar Mohapatra,India,Phone or tablet app,Twitter for Android,1079,True,,Held a press meet at the party office today along with Puri District BJP President Shri Ashrit Pattnaik. We deman... https://t.co/Z8cw9njsnH,held press meet party office today along puri district bjp president shri ashrit pattnaik deman,0.0047,0.9467,0.0486,Neutral,0.0439,0.9467,0.8981
t00874,2020-08-17 08:12:40,2020-08-17,8,Monday,Dr. Satya Prakash Yadav,,Phone or tablet app,Twitter for iPhone,15305,False,"['covid19', 'SARCov2']",#covid19 @VincentRK @EricTopol any good reference or data on #SARCov2 PCR in patients with leukemia particularly... https://t.co/i915AstLoq,good reference data pcr patient leukemia particularly,0.0503,0.9066,0.0432,Neutral,-0.0071,0.9066,0.8563
t00875,2020-08-17 08:13:11,2020-08-17,8,Monday,Race to beat the virus - Vote Blue 2020 ! 🇺🇸,,Twitter website,Twitter Web App,225,False,['COVID19'],@DanCrenshawTX #COVID19 deaths 8/16/20 TX - 107 UK - 5 Germany - 0 France - 1 Spain - 0 Italy - 4 UK/GER/FR/SP To... https://t.co/NYyd2VfEH7,death germany france spain italy,0.2459,0.7403,0.0138,Neutral,-0.2321,0.7403,0.4945
t00876,2020-08-17 08:16:13,2020-08-17,8,Monday,4King.com,,Twitter website,Twitter Web App,335,False,"['COVID19', 'SouthAfrica']",Rhino poaching cases drop sharply amid #COVID19 in #SouthAfrica 👏 Lets keep up the good work! https://t.co/PcHyR1VnX8,rhino poaching case drop sharply amid southafrica let keep good work,0.0133,0.1499,0.8368,Positive,0.8235,0.8368,0.687
t00877,2020-08-18 16:00:26,2020-08-18,16,Tuesday,David Kisamfu,,Other or custom app,@thedextazlab,1840,False,,"COVID-19 Updates (globally) Total cases: 22,121,009 Dead: 778,883 Recovered: 14,854,475 Last updated: August 18... https://t.co/oGrbWFG01i",update globally total case dead recovered last updated august,0.1953,0.7762,0.0285,Neutral,-0.1668,0.7762,0.5808
t00878,2020-08-18 16:00:34,2020-08-18,16,Tuesday,McKinsey Capital Projects & Infrastructure,,Scheduling tool,Sprout Social,2960,False,"['COVID19', 'construction']",The impact of #COVID19 on #construction is stark. But owners and operators that act now to embrace more efficient a... https://t.co/rxbcYqUm41,impact construction stark owner operator act embrace efficient,0.504,0.468,0.028,Negative,-0.476,0.504,0.036
t00879,2020-08-18 16:01:19,2020-08-18,16,Tuesday,Best #domainnames are at BrandsTek.com Shop & Save,,Cross-posted,LinkedIn,548,False,['socialmedia'],New discussion threads Democrat National Convention just posted on https://t.co/EztcaUQJxC Get Real! #socialmedia... https://t.co/b0trLvxQek,new discussion thread democrat national convention posted get real socialmedia,0.0079,0.8708,0.1214,Neutral,0.1135,0.8708,0.7494
t00880,2020-08-18 16:20:05,2020-08-18,16,Tuesday,MaMaH,United States,Phone or tablet app,Twitter for Android,313,False,"['COVIDIOTS', 'COVIDIDIOTS', 'COVID', 'COVID19', 'Corona', 'coronavirus']",Every FL native knows that's a poison! #COVIDIOTS #COVIDIDIOTS #COVID #COVID19 #Corona #coronavirus... https://t.co/ErowtiIycW,every native know poison covidiots covididiots corona,0.9125,0.0764,0.0111,Negative,-0.9014,0.9125,0.8362
t00881,2020-08-18 16:20:34,2020-08-18,16,Tuesday,Margo 👀👂,Canada,Phone or tablet app,Twitter for Android,3219,False,"['wuhanparty', 'Uighurs', 'Xi']",@BBCWorld #wuhanparty bet the party goers are actually #Uighurs #Xi shipped out of concentration camps to act/prete... https://t.co/kLGCw1cqbo,wuhanparty bet party goer actually uighur shipped concentration camp,0.5391,0.4434,0.0176,Negative,-0.5215,0.5391,0.0957
t00882,2020-08-18 16:24:19,2020-08-18,16,Tuesday,FURHAT SUBLA,,Phone or tablet app,Twitter for Android,63,False,"['streets', 'terraces']","Smoking banned on #streets &amp; #terraces where a 2- meter safety distance cannot be guaranteed, Guide to new measur... https://t.co/yogBTOASjA",smoking banned street terrace meter safety distance guaranteed guide new measur,0.6039,0.3843,0.0118,Negative,-0.5921,0.6039,0.2196
t00883,2020-08-18 16:26:08,2020-08-18,16,Tuesday,AVeryFarMan,,Twitter website,Twitter Web App,28,False,,@DanRather It has no bearing on my life. I'm already voting for @TheDemocrats. I don't have time to watch the cheer... https://t.co/sMHKNcnSqP,bearing life already voting time watch cheer,0.5114,0.4238,0.0648,Negative,-0.4466,0.5114,0.0876
t00884,2020-08-18 16:27:25,2020-08-18,16,Tuesday,CBC Ottawa,,TweetDeck,TweetDeck,234732,True,"['COVID19', 'Ottawa']",The 2 newly-reported #COVID19 outbreaks in #Ottawa are at long-term care homes: Residence Saint-Louis and Billingsw... https://t.co/qQ8Jvicyck,outbreak ottawa care home residence billingsw,0.3234,0.6606,0.016,Neutral,-0.3074,0.6606,0.3373
t00885,2020-08-18 16:30:20,2020-08-18,16,Tuesday,Sam Pye,United Kingdom,Phone or tablet app,Twitter for Android,20901,False,"['Germany', 'coronavirus']",Bloomberg: #Germany records the highest number of new #coronavirus cases in nearly four months... https://t.co/FdPOAxNTtD,bloomberg germany record highest new case nearly four month,0.1295,0.7825,0.088,Neutral,-0.0415,0.7825,0.653
t00886,2020-08-18 16:34:21,2020-08-18,16,Tuesday,Mind on 🔥,,Twitter website,Twitter Web App,1464,False,['sharks'],Ya'll thought Sharknado was just a joke? Wait until election month when they come FR! @SharkWeek #sharks... https://t.co/YtTQEwXqny,thought sharknado joke wait election month come shark,0.5988,0.3518,0.0494,Negative,-0.5494,0.5988,0.2469
t00887,2020-08-18 16:36:18,2020-08-18,16,Tuesday,SimpleReason,,Twitter website,Twitter Web App,13,False,,@SaraSmallTV @FOXNashville Of *course* it won't be enough. Brace yourselves for the casualties. The death rate of... https://t.co/yiiZTjMHWj,course enough brace casualty death rate,0.8838,0.1098,0.0064,Negative,-0.8774,0.8838,0.774
t00888,2020-08-18 16:43:53,2020-08-18,16,Tuesday,Cardiovascular Biz,United States,Scheduling tool,Hootsuite Inc,7145,False,"['covid19', 'cardiotwitter', 'cardiology']",ICYMI: Statin use lowers the risk of severe illness from COVID-19 by 30% #covid19 #cardiotwitter #cardiology... https://t.co/5ov4fEYXwY,icymi statin use lower risk severe illness cardiotwitter cardiology,0.0372,0.6965,0.2663,Neutral,0.2291,0.6965,0.4302
t00889,2020-08-18 16:55:19,2020-08-18,16,Tuesday,Canada in Senegal,,Twitter website,Twitter Web App,5786,True,"['StudyinginCanada', 'Immigration']",#StudyinginCanada #Immigration International Students 🎓🎒 Do you have questions about your study permit? Updated in... https://t.co/ZY6fB4mIr0,studyingincanada immigration international student question study permit updated,0.0066,0.9552,0.0381,Neutral,0.0315,0.9552,0.9171
t00890,2020-08-18 17:00:10,2020-08-18,17,Tuesday,ChristMeal.com,Global / unstated,Scheduling tool,Cubi.so,3799,False,"['covid19', 'Ghana', 'BeSafe']",#covid19 #Ghana Update: Don't self medicate! Visit a hospital or call 112 for assistance #BeSafe,ghana update self medicate visit hospital call assistance besafe,0.2583,0.6856,0.0561,Neutral,-0.2022,0.6856,0.4273
