tweet_id,date,hour,weekday,posted_via,country,sentiment,sentiment_score,confidence,margin
t00867,2020-08-17,8,Monday,Scheduling tool,United Kingdom,Positive,0.8989,0.9016,0.8058
t00868,2020-08-17,8,Monday,Phone or tablet app,United Kingdom,Negative,-0.733,0.7431,0.4964
t00869,2020-08-17,8,Monday,Scheduling tool,Global / unstated,Neutral,-0.0853,0.8087,0.6704
t00870,2020-08-17,8,Monday,Phone or tablet app,India,Negative,-0.8382,0.8475,0.7043
t00871,2020-08-17,8,Monday,Phone or tablet app,Nigeria,Neutral,-0.2808,0.622,0.2927
t00872,2020-08-17,8,Monday,Phone or tablet app,,Negative,-0.6043,0.6163,0.2445
t00873,2020-08-17,8,Monday,Phone or tablet app,India,Neutral,0.0439,0.9467,0.8981
t00874,2020-08-17,8,Monday,Phone or tablet app,,Neutral,-0.0071,0.9066,0.8563
t00875,2020-08-17,8,Monday,Twitter website,,Neutral,-0.2321,0.7403,0.4945
t00876,2020-08-17,8,Monday,Twitter website,,Positive,0.8235,0.8368,0.687
t00877,2020-08-18,16,Tuesday,Other or custom app,,Neutral,-0.1668,0.7762,0.5808
t00878,2020-08-18,16,Tuesday,Scheduling tool,,Negative,-0.476,0.504,0.036
t00879,2020-08-18,16,Tuesday,Cross-posted,,Neutral,0.1135,0.8708,0.7494
t00880,2020-08-18,16,Tuesday,Phone or tablet app,United States,Negative,-0.9014,0.9125,0.8362
t00881,2020-08-18,16,Tuesday,Phone or tablet app,Canada,Negative,-0.5215,0.5391,0.0957
t00882,2020-08-18,16,Tuesday,Phone or tablet app,,Negative,-0.5921,0.6039,0.2196
t00883,2020-08-18,16,Tuesday,Twitter website,,Negative,-0.4466,0.5114,0.0876
t00884,2020-08-18,16,Tuesday,TweetDeck,,Neutral,-0.3074,0.6606,0.3373
t00885,2020-08-18,16,Tuesday,Phone or tablet app,United Kingdom,Neutral,-0.0415,0.7825,0.653
t00886,2020-08-18,16,Tuesday,Twitter website,,Negative,-0.5494,0.5988,0.2469
t00887,2020-08-18,16,Tuesday,Twitter website,,Negative,-0.8774,0.8838,0.774
t00888,2020-08-18,16,Tuesday,Scheduling tool,United States,Neutral,0.2291,0.6965,0.4302
t00889,2020-08-18,16,Tuesday,Twitter website,,Neutral,0.0315,0.9552,0.9171
t00890,2020-08-18,17,Tuesday,Scheduling tool,Global / unstated,Neutral,-0.2022,0.6856,0.4273
t00891,2020-08-18,17,Tuesday,Scheduling tool,United States,Positive,0.9673,0.9691,0.9399
t00892,2020-08-18,17,Tuesday,Phone or tablet app,United States,Neutral,0.0216,0.9506,0.9151
t00893,2020-08-18,17,Tuesday,Phone or tablet app,,Negative,-0.7077,0.7181,0.4466
t00894,2020-08-18,17,Tuesday,Phone or tablet app,United States,Neutral,-0.0681,0.5346,0.2679
t00895,2020-08-18,17,Tuesday,Phone or tablet app,,Neutral,-0.0576,0.5164,0.2458
t00896,2020-08-18,17,Tuesday,Phone or tablet app,United States,Positive,0.7147,0.7216,0.4501
t00897,2020-08-18,17,Tuesday,Cross-posted,United Kingdom,Neutral,-0.1729,0.7562,0.5478
t00898,2020-08-18,17,Tuesday,Phone or tablet app,Canada,Positive,0.9868,0.989,0.9802
t00899,2020-08-18,17,Tuesday,Phone or tablet app,United States,Negative,-0.8363,0.852,0.7197
t00900,2020-08-18,17,Tuesday,Phone or tablet app,,Positive,0.6904,0.7012,0.4131
t00901,2020-08-18,17,Tuesday,Twitter website,United States,Neutral,-0.0337,0.9184,0.8607
t00902,2020-08-18,18,Tuesday,Scheduling tool,,Neutral,0.1531,0.8177,0.65
t00903,2020-08-18,18,Tuesday,Scheduling tool,United States,Positive,0.9362,0.9376,0.8766
t00904,2020-08-18,18,Tuesday,Phone or tablet app,Kenya,Neutral,0.0318,0.8679,0.7859
t00905,2020-08-18,18,Tuesday,Phone or tablet app,United Kingdom,Neutral,0.065,0.8958,0.8113
t00906,2020-08-18,18,Tuesday,Phone or tablet app,,Neutral,-0.3462,0.6012,0.2288
t00907,2020-08-18,18,Tuesday,Twitter website,United States,Neutral,-0.2523,0.7021,0.4269
t00908,2020-08-18,18,Tuesday,Phone or tablet app,Kenya,Neutral,-0.1048,0.8484,0.7202
t00909,2020-08-18,18,Tuesday,Phone or tablet app,Global / unstated,Neutral,0.2937,0.6905,0.3889
t00910,2020-08-18,18,Tuesday,Scheduling tool,Canada,Neutral,0.0084,0.9586,0.9337
t00911,2020-08-18,18,Tuesday,TweetDeck,United States,Neutral,-0.0522,0.7875,0.6552
t00912,2020-08-18,18,Tuesday,Phone or tablet app,United States,Negative,-0.8385,0.8479,0.7051
t00913,2020-08-18,18,Tuesday,Twitter website,United States,Neutral,0.4486,0.5402,0.086
t00914,2020-08-18,18,Tuesday,Phone or tablet app,,Neutral,0.0127,0.8275,0.7349
t00915,2020-08-18,18,Tuesday,Phone or tablet app,,Positive,0.6266,0.6293,0.2613
t00916,2020-08-22,0,Saturday,Other or custom app,India,Neutral,-0.0539,0.902,0.826
t00917,2020-08-22,0,Saturday,Twitter website,United States,Neutral,0.0034,0.933,0.8977
t00918,2020-08-22,0,Saturday,Phone or tablet app,United States,Negative,-0.6405,0.6631,0.3487
t00919,2020-08-22,1,Saturday,TweetDeck,,Negative,-0.7116,0.7385,0.5039
t00920,2020-08-22,1,Saturday,Scheduling tool,,Neutral,0.0164,0.8951,0.8344
t00921,2020-08-22,1,Saturday,Twitter website,,Negative,-0.7444,0.7572,0.5273
t00922,2020-08-22,1,Saturday,Twitter website,United States,Neutral,-0.1982,0.7596,0.5403
t00923,2020-08-22,1,Saturday,Phone or tablet app,,Neutral,-0.177,0.7122,0.4798
t00924,2020-08-22,1,Saturday,Phone or tablet app,United States,Negative,-0.4657,0.4966,0.024
t00925,2020-08-22,2,Saturday,Phone or tablet app,United States,Neutral,-0.062,0.6388,0.4272
t00926,2020-08-22,2,Saturday,Phone or tablet app,United States,Negative,-0.8998,0.907,0.8212
t00927,2020-08-22,2,Saturday,Twitter website,United States,Negative,-0.6238,0.641,0.2993
t00928,2020-08-22,2,Saturday,Twitter website,,Neutral,-0.0228,0.9415,0.9009
t00929,2020-08-22,2,Saturday,Cross-posted,Canada,Neutral,-0.0541,0.862,0.766
t00930,2020-08-22,3,Saturday,Scheduling tool,,Positive,0.5768,0.6025,0.2308
t00931,2020-08-22,3,Saturday,Phone or tablet app,,Neutral,-0.4682,0.4914,0.003
t00932,2020-08-22,4,Saturday,Phone or tablet app,United States,Negative,-0.6947,0.7085,0.4308
t00933,2020-08-22,4,Saturday,Scheduling tool,,Neutral,-0.0088,0.8486,0.7685
t00934,2020-08-22,4,Saturday,TweetDeck,India,Neutral,0.1815,0.7771,0.575
t00935,2020-08-22,4,Saturday,Phone or tablet app,,Negative,-0.9205,0.9252,0.8551
t00936,2020-08-22,5,Saturday,Twitter website,,Neutral,-0.2523,0.6825,0.3976
t00937,2020-08-22,5,Saturday,Twitter website,,Positive,0.9561,0.9588,0.9202
t00938,2020-08-22,5,Saturday,Scheduling tool,,Neutral,-0.2095,0.7123,0.4637
t00939,2020-08-22,6,Saturday,Bot or auto-feed,,Neutral,-0.4206,0.5175,0.066
t00940,2020-08-22,7,Saturday,Bot or auto-feed,,Neutral,0.0448,0.9023,0.8311
t00941,2020-08-22,7,Saturday,Twitter website,,Negative,-0.9135,0.9248,0.8609
t00942,2020-08-22,7,Saturday,Cross-posted,,Negative,-0.8681,0.8753,0.7579
t00943,2020-08-22,7,Saturday,Phone or tablet app,,Neutral,0.082,0.907,0.8195
t00944,2020-08-22,8,Saturday,Twitter website,,Neutral,-0.174,0.7323,0.5115
t00945,2020-08-22,8,Saturday,Twitter website,,Negative,-0.8765,0.8858,0.7809
t00946,2020-08-22,8,Saturday,Twitter website,United Kingdom,Positive,0.9767,0.978,0.9574
t00947,2020-08-22,8,Saturday,Scheduling tool,United States,Neutral,0.0074,0.9012,0.848
t00948,2020-08-22,8,Saturday,Phone or tablet app,United Kingdom,Neutral,-0.4267,0.5459,0.1055
t00949,2020-08-22,9,Saturday,Twitter website,,Neutral,-0.1267,0.8235,0.6719
t00950,2020-08-22,9,Saturday,TweetDeck,,Positive,0.6796,0.6898,0.3898
t00951,2020-08-22,9,Saturday,Other or custom app,Global / unstated,Negative,-0.7699,0.7786,0.5659
t00952,2020-08-22,10,Saturday,Twitter website,Australia,Neutral,-0.0861,0.8565,0.7417
t00953,2020-08-22,10,Saturday,Phone or tablet app,,Neutral,-0.0859,0.8733,0.7669
t00954,2020-08-22,10,Saturday,Twitter website,India,Neutral,0.2529,0.7123,0.4419
t00955,2020-08-22,10,Saturday,Twitter website,,Neutral,-0.2681,0.6599,0.3558
t00956,2020-08-29,19,Saturday,Twitter website,Kenya,Positive,0.8191,0.8338,0.6823
t00957,2020-08-29,19,Saturday,Phone or tablet app,,Neutral,0.0963,0.8415,0.7141
t00958,2020-08-29,20,Saturday,Twitter website,United States,Neutral,-0.2466,0.7146,0.4486
t00959,2020-08-29,20,Saturday,Scheduling tool,United States,Neutral,0.3193,0.65,0.3153
t00960,2020-08-29,20,Saturday,Phone or tablet app,,Positive,0.7739,0.8123,0.6629
t00961,2020-08-29,20,Saturday,Twitter website,,Neutral,0.1335,0.7619,0.5761
t00962,2020-08-29,20,Saturday,Bot or auto-feed,,Negative,-0.7459,0.7578,0.5274
t00963,2020-08-29,20,Saturday,Phone or tablet app,,Negative,-0.7489,0.7644,0.5442
t00964,2020-08-29,20,Saturday,Unknown,,Neutral,-0.0579,0.8343,0.7225
t00965,2020-08-29,20,Saturday,Phone or tablet app,,Negative,-0.8405,0.8465,0.699
t00966,2020-08-29,20,Saturday,Phone or tablet app,United States,Negative,-0.8922,0.8995,0.8063
t00967,2020-08-29,20,Saturday,Phone or tablet app,Ireland,Negative,-0.4818,0.5143,0.0611
t00968,2020-08-29,20,Saturday,Phone or tablet app,United States,Negative,-0.849,0.8539,0.7127
t00969,2020-08-29,21,Saturday,Phone or tablet app,United States,Positive,0.4565,0.517,0.0944
t00970,2020-08-29,21,Saturday,Scheduling tool,,Positive,0.7555,0.7848,0.5989
t00971,2020-08-29,21,Saturday,Twitter website,,Neutral,-0.117,0.8324,0.6901
t00972,2020-08-29,21,Saturday,Twitter website,,Neutral,0.0848,0.8946,0.7995
t00973,2020-08-29,21,Saturday,Other or custom app,Canada,Negative,-0.5273,0.552,0.1286
t00974,2020-08-29,21,Saturday,Twitter website,,Neutral,0.0534,0.7608,0.6145
t00975,2020-08-29,22,Saturday,Twitter website,United States,Negative,-0.5886,0.6029,0.2201
t00976,2020-08-29,22,Saturday,Phone or tablet app,United States,Neutral,-0.0878,0.8655,0.7543
t00977,2020-08-29,22,Saturday,Twitter website,,Negative,-0.649,0.6601,0.3313
t00978,2020-08-29,22,Saturday,Phone or tablet app,United Kingdom,Positive,0.9609,0.9702,0.9498
t00979,2020-08-29,22,Saturday,Twitter website,,Negative,-0.8024,0.8146,0.6413
t00980,2020-08-29,22,Saturday,Bot or auto-feed,,Negative,-0.7717,0.782,0.5743
t00981,2020-08-29,22,Saturday,Phone or tablet app,Ireland,Negative,-0.5944,0.6029,0.2144
t00982,2020-08-29,22,Saturday,Twitter website,Global / unstated,Neutral,-0.3757,0.5355,0.1154
t00983,2020-08-29,23,Saturday,Twitter website,,Negative,-0.5522,0.5782,0.1824
t00984,2020-08-29,23,Saturday,Twitter website,,Neutral,-0.0533,0.89,0.8083
t00985,2020-08-29,23,Saturday,Twitter website,,Neutral,-0.1471,0.7821,0.5996
t00986,2020-08-29,23,Saturday,Phone or tablet app,,Neutral,0.0838,0.8268,0.6983
t00987,2020-08-29,23,Saturday,Twitter website,Canada,Neutral,-0.0597,0.6119,0.388
t00988,2020-08-29,23,Saturday,Twitter website,United States,Neutral,0.18,0.8094,0.624
t00989,2020-08-29,23,Saturday,Twitter website,,Neutral,0.1326,0.8548,0.7159
t00990,2020-08-29,23,Saturday,Phone or tablet app,,Positive,0.6786,0.7043,0.4343
t00991,2020-08-29,23,Saturday,Phone or tablet app,,Neutral,0.0482,0.8209,0.7072
t00992,2020-08-29,23,Saturday,Twitter website,,Neutral,-0.3138,0.642,0.306
t00993,2020-08-29,23,Saturday,TweetDeck,,Neutral,-0.0676,0.8684,0.7688
t00994,2020-08-29,23,Saturday,Twitter website,United States,Negative,-0.4945,0.5119,0.0412
t00995,2020-08-30,0,Sunday,Scheduling tool,United States,Neutral,0.0086,0.9527,0.9248
t00996,2020-08-30,0,Sunday,Phone or tablet app,,Positive,0.8141,0.833,0.685
t00997,2020-08-30,1,Sunday,Phone or tablet app,,Negative,-0.7401,0.7477,0.503
t00998,2020-08-30,1,Sunday,Twitter website,,Negative,-0.7947,0.8345,0.7088
t00999,2020-08-30,2,Sunday,Phone or tablet app,United States,Neutral,-0.1787,0.7725,0.5694
t01000,2020-08-30,2,Sunday,Other or custom app,,Neutral,-0.073,0.8521,0.7417
t01001,2020-08-30,2,Sunday,Phone or tablet app,Global / unstated,Neutral,-0.4674,0.5012,0.0181
t01002,2020-08-30,2,Sunday,Phone or tablet app,,Neutral,-0.0716,0.5973,0.3601
t01003,2020-08-30,2,Sunday,Twitter website,,Neutral,-0.1228,0.8074,0.6497
t01004,2020-08-30,2,Sunday,Twitter website,,Negative,-0.8767,0.8864,0.7824
t01005,2020-08-30,2,Sunday,Phone or tablet app,United States,Negative,-0.8099,0.8335,0.6905
t01006,2020-08-30,3,Sunday,Phone or tablet app,United States,Positive,0.5244,0.5396,0.0943
t01007,2020-08-30,3,Sunday,Phone or tablet app,,Neutral,0.1324,0.819,0.6623
t01008,2020-08-30,3,Sunday,Phone or tablet app,Australia,Positive,0.9455,0.9507,0.9067
t01009,2020-08-30,3,Sunday,Scheduling tool,,Neutral,-0.3859,0.5715,0.1643
t01010,2020-08-30,3,Sunday,Bot or auto-feed,,Neutral,-0.0566,0.845,0.7393
t01011,2020-08-30,4,Sunday,Phone or tablet app,Australia,Negative,-0.4808,0.5044,0.0325
t01012,2020-08-30,5,Sunday,Scheduling tool,,Positive,0.7957,0.8052,0.62
t01013,2020-08-30,5,Sunday,Phone or tablet app,,Neutral,0.0395,0.9353,0.8832
t01014,2020-08-30,5,Sunday,Phone or tablet app,United Kingdom,Negative,-0.6479,0.6871,0.4134
t01015,2020-08-30,5,Sunday,Twitter website,,Neutral,0.0159,0.9391,0.9007
t01016,2020-08-30,6,Sunday,Scheduling tool,,Neutral,0.1577,0.8297,0.6657
t01017,2020-08-30,6,Sunday,Bot or auto-feed,,Neutral,-0.0049,0.8913,0.8345
t01018,2020-08-30,6,Sunday,Phone or tablet app,,Negative,-0.9302,0.9378,0.8833
t01019,2020-08-30,6,Sunday,Twitter website,United States,Negative,-0.853,0.8603,0.7279
t01020,2020-08-30,6,Sunday,Scheduling tool,,Negative,-0.6674,0.6837,0.3838
t01021,2020-08-30,6,Sunday,Twitter website,,Neutral,-0.4402,0.521,0.0614
t01022,2020-08-30,7,Sunday,Scheduling tool,Global / unstated,Neutral,-0.1012,0.8408,0.7106
t01023,2020-08-30,7,Sunday,Twitter website,,Neutral,0.2472,0.668,0.3784
t01024,2020-08-30,7,Sunday,Twitter website,United States,Neutral,0.0606,0.5442,0.286
t01025,2020-08-30,7,Sunday,Phone or tablet app,,Neutral,0.0234,0.8215,0.7206
t01026,2020-08-30,7,Sunday,Twitter website,India,Neutral,-0.4701,0.4955,0.0083
t01027,2020-08-30,7,Sunday,Twitter website,United Kingdom,Negative,-0.5446,0.5585,0.1309
t01028,2020-08-30,7,Sunday,Twitter website,Global / unstated,Neutral,0.0017,0.8557,0.7827
t01029,2020-08-30,8,Sunday,Twitter website,United Kingdom,Negative,-0.5999,0.6141,0.2423
t01030,2020-08-30,8,Sunday,Phone or tablet app,,Negative,-0.8789,0.8861,0.7793
t01031,2020-08-30,8,Sunday,Phone or tablet app,,Neutral,-0.1509,0.7367,0.5296
t01032,2020-08-30,8,Sunday,Phone or tablet app,,Neutral,0.0783,0.7909,0.6473
t01033,2020-08-30,9,Sunday,Phone or tablet app,United Kingdom,Negative,-0.8073,0.8191,0.6499
t01034,2020-08-30,9,Sunday,Phone or tablet app,United Kingdom,Neutral,-0.0791,0.7179,0.5373
