user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Paulus.Ralimo,Free State Bloemfontein,"Entrepreneur,Politician,Soccer fan,I am the hybrid of my Ancestors. Link; https://t.co/kj3Je6XAy2. https://t.co/0dMFfHo2b6…",2019-04-26 13:21:50,173,910,4442,False,2020-08-16 03:15:42,@KNaomi_N Can we start Praying for each other 🙏. People are dying out there and mentally It’s affecting some of us… https://t.co/TGHXDUpNe5,,Twitter for Android,False
Jeff Miller 🇺🇸,"Washington, DC","Foreign politics, fmr @dclogcabin board, Masters alum of Tel Aviv University. Enlightenment Thatcherite. American from the Flint Hills🌾🌻 & a Luxembourger 🇱🇺",2009-05-05 19:25:35,825,3373,112466,False,2020-08-16 03:16:38,"Haha blunt, straightforward, and true. Will be good to have this candor and clear-mindedness in the Senate. Love Lu… https://t.co/IFx6AgVVx8",,Twitter for Android,False
Cathy Harris Norman,Blue Mountains NSW,I Tweet for my Old Age... think about it.,2009-03-23 01:36:29,891,1132,27216,False,2020-08-16 03:25:42,"Maybe an odd thing but the World being in the midsts of this egregious pandemic #COVID19, I am starting to feel hop… https://t.co/7Y02VdOKva",['COVID19'],Twitter Web App,False
Rick Ramirez,"Los Angeles, CA","Reader.Writer.Researcher: Science, Immunology, Microbiome, Vit D, Covid, Health & Fitness, Lifestyle Medicine advocate ¯\_(ツ)_/¯",2012-04-18 00:30:47,91,232,2215,False,2020-08-16 03:30:34,"1/ Please retweet to share
AMAZING LINEUP Aug 17th! 

Featuring international experts 
@SunetraGupta , @DrDavidKatz… https://t.co/OGrcbmm2MI",,Twitter for iPhone,False
Voice of Xiamen,,"The only official English portal site in Xiamen, Fujian, China. Follow us to find out what's new here!",2018-07-16 06:40:48,1188,2446,2220,False,2020-08-16 03:33:36,"#Xiamen reports one new imported #COVID19 case on Saturday, said the Xiamen Municipal Health Commission on Sunday m… https://t.co/eOuAoZt06I","['Xiamen', 'COVID19']",Twitter Web App,False
Jimmyjawbreakr,,from the hip!,2020-04-06 03:13:02,5,25,178,False,2020-08-16 03:44:18,"@NBCNews ""It is what it is""...right @realDonaldTrump  ? #Covid19",['Covid19'],Twitter for Android,False
Carrie Cahill Mulligan,"Canaan, New Hampshire","Park ranger turned fiber artist, out to change the world, one felt hat at a time.",2009-09-15 19:30:50,2124,4892,23196,False,2020-08-16 03:58:07,"With today’s 17 new #coronavirus cases, there have now been 6,980 cases of #COVID19 in New Hampshire to date:… https://t.co/Q7ngEAMS4z","['coronavirus', 'COVID19']",Twitter for iPhone,False
"Hansa Bhargava, MD","Atlanta, GA","Doc,speaker,journalist, host,Sr Med Director @WebMD Contributor @KTVU @fox5atl @AAP @medscape Pro-kids!#mentalhealth #balance #parenting- my thoughts only",2011-09-14 20:27:14,2784,1773,10248,False,2020-08-16 04:02:07,"Yet another stressor for parents as rates of stress, anxiety rise - the childcare burden. We’ve got to find solutio… https://t.co/y6rUZUfBTM",,Twitter for iPhone,False
ANI,India,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/PjGRhL4qvg",2011-08-16 05:23:41,4648219,0,0,True,2020-08-16 04:03:00,"Spike of 63,489 cases and 944 deaths reported in India, in the last 24 hours.

The #COVID19 tally in the country ri… https://t.co/iny9CASf01",['COVID19'],Twitter Web App,False
Arun Mahesh Babu,Ahmedabad,"IAS, DDO Ahmedabad. Social entrepreneur.
Passionate footballer and equestrian sports lover.Believes in humanity above all.",2018-01-09 10:47:00,6308,174,559,False,2020-08-16 04:22:49,"Share the trail but practice safe Social distancing on it! 

#AhmedabadFightsCorona #Mask #COVID19 #Sundayvibes https://t.co/wQMTOrGQfd","['AhmedabadFightsCorona', 'Mask', 'COVID19', 'Sundayvibes']",Twitter Web App,False
Strain Asylum,Middle Earth (FL),Treat people the way you'd like to be treated ♥ Transgender ❤#ChrisColfer ♥ #TLOS #SBL #ZNation #KurtHummel #Saved! ♥ ☼ #SBL is inspiring ☼,2008-10-11 12:47:39,1830,1313,222981,False,2020-08-16 04:59:37,@ASlavitt @NathanGrubaugh @awyllie13 @VogelsChantal @robbysikka Thank you all for working on this oh-so-promising b… https://t.co/WGElF5ianc,,Twitter Web App,False
Exposing ICBC,British Columbia,Fighting @ICBC for the rights of British Columbians for access to fair legal representation + medical opinion for #personalinjury. @CivResTribunal #bcpoli,2019-03-21 01:33:54,319,1262,2857,False,2020-08-16 05:15:20,"Get ready for increased premiums... again. This is a smoke screen so when rates ""drop by 20%"" in May 2021, it feels… https://t.co/lkvI5KB6aE",,Twitter Web App,False
Muscat Daily,Oman,Muscat Daily is the largest-selling English daily in Oman. Follow us at https://t.co/7saURBdD1S…,2012-11-25 12:09:16,22665,89,130,False,2020-08-16 05:38:07,"How does contact tracing work? #COVID19 

Source: WHO https://t.co/9S77TYSZlQ",['COVID19'],Twitter for iPhone,False
Covid-19 Bot,,Tweeting stats about Covid-19. A @joe_scotto product.,2020-03-11 20:27:58,38,1,2,False,2020-08-16 05:41:03,"Cases: 21,460,392 (+693) 
Deaths: 771,074 (+11) 
Recovered: 13,447,588 (+1,746) 
Active Cases: 8,012,804 (37.34%)
C… https://t.co/i6rrMVPUmZ",,Covid-19 Bot,False
HMF_UK 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿,United Kingdom,"Currently serving, RN son.Tweets/RT not endorsement. Old account locked. ignores DM. Sarcastic-outspoken. #GBmfg #UKmfg #supportUKmfg #999Family #thinblueline",2020-02-19 18:43:34,2020,4934,7469,False,2020-08-16 06:15:38,"Nail hit on head. #Hypocrisy
#BBCBreakfast #COVID19 https://t.co/DC3nIsjdBR","['Hypocrisy', 'BBCBreakfast', 'COVID19']",Twitter for Android,False
Kshitij Chandiok,New delhi,Gooner. Expedian. Above all - Indian! Views are personal. Retweets are not endorsements.,2010-06-05 05:23:09,134,508,642,False,2020-08-16 06:43:44,Independence Day ride with the boys! #JaiHind #IndependenceDay #India #Bharat #TriColour #Bicycle #Cycle #Cycling… https://t.co/t2DKRWZTUO,"['JaiHind', 'IndependenceDay', 'India', 'Bharat', 'TriColour', 'Bicycle', 'Cycle', 'Cycling']",Instagram,False
Shahwaiz,"Lahore, Pakistan",,2016-08-28 15:27:07,56,185,18,False,2020-08-16 06:59:05,This picture was uploaded yesterday by #UNESCO. Notice eyes n expression of Muslim women shown in the picture.… https://t.co/wV3q9tVRZw,['UNESCO'],Twitter for Android,False
Abhi.Ban,New Delhi,"Neither man nor angel can discern hypocrisy, the only evil that walks invisible except to God alone",2020-01-12 17:33:24,11,189,142,False,2020-08-16 07:00:20,#Unemployment let's talk about the unemployment rate in India right now it is the highest in the time of #COVID19 a… https://t.co/nm1SrfbYOa,"['Unemployment', 'COVID19']",Twitter Web App,False
Sefton Council,"Sefton, Merseyside","Sefton Council, in the Liverpool City Region. News and updates from across Sefton. Contact Centre currently open 8am-6pm Mon - Fri",2011-06-23 09:24:03,21529,6917,11005,True,2020-08-16 07:05:03,"Sefton's two walk-through #COVID19 sites, opposite Bootle Town Hall and at Southport Town Hall, are open 8am to 8pm… https://t.co/9tTnX9U2u7",['COVID19'],Hootsuite Inc.,False
Aimee Bisset,Dubai,"Photographer and environmentalist, Aussie here! Let's talk about what I'm passionate about. 📷 🍃",2020-06-10 21:44:26,899,1182,25,False,2020-08-16 07:15:42,"WANTED: Modern  day #hero for #4Humanity campaign,  this campaign is for the 3rd phase of #COVID19  vaccine from UA… https://t.co/dRCC5jIlXh","['hero', '4Humanity', 'COVID19']",Twitter Web App,False
Dazzler,"Salisbury, England",Statistician.,2020-07-07 08:06:19,13,84,149,False,2020-08-16 07:24:24,"Hmmmm....

There might be a second wave. Let’s decommission the Nightingale hospitals. 

🤔🤔🤔

@BorisJohnson #COVID19",['COVID19'],Twitter for iPhone,False
Alexandra Lyyli Ankrah,"Railway cuttings, East Cheam.","Human Rights & Responsibilities. Once upon a time practicing Barrister, now working in the NHS & social care family - my tweets are my own views...",2010-06-05 08:00:06,1508,2284,3008,False,2020-08-16 07:28:37,We will remember. The contribution of #Sikh peoples a tradition of bravery and sacrifice which continues today acro… https://t.co/cJ1hjPrgCp,['Sikh'],Twitter Web App,False
TheMorningStandard,"New Delhi, India",Delhi's newest daily from @NewIndianXpress' Madurai group.,2018-11-18 10:26:19,818,10,3,True,2020-08-16 08:00:01,"#Delhi recorded 1,118 fresh #COVID19 cases and 26 deaths due to the virus in the last 24 hours, taking its total… https://t.co/JrGt0X5v20","['Delhi', 'COVID19']",Buffer,False
Rich Daddy,"Jersey City, NJ",Collector of EVERYTHING & ANYTHING AWESOME,2013-02-27 04:42:50,105,225,2729,False,2020-08-16 08:10:19,#COVID19 has got me like https://t.co/FBaSjc5Qd9,['COVID19'],Twitter for iPhone,False
Nine News Queensland,"Brisbane, Australia",Queensland's nightly 6.00pm news with @Loftea and @9MelissaDownes. Simulcast on River 94.9FM.,2009-04-29 02:14:05,135513,7503,961,True,2020-08-16 08:10:59,"A #Covid19 vaccine could be on the horizon, with the Health Minister revealing he's now optimistic a breakthrough i… https://t.co/C02lRcbEjn",['Covid19'],Grabyo,False
The Ken,"Bengaluru, India","Original, deeply-reported and analytical business stories from India and Southeast Asia.",2016-06-21 07:20:50,30025,35,574,True,2020-08-16 08:29:47,.@sumanthr's second story of the week explored what Practo’s new $32M funding round means for it. The healthtech co… https://t.co/5u7REScQno,,TweetDeck,False
洋介チェルノブイリ,JAPAN,ドイツでギリホリするためにドイツ語勉強中 サガン鳥栖/ホークス/ギラヴァンツ北九州/ASローマ/中村俊輔/上原浩治/有村架純/ HP制作や写真加工、動画編集などできますので遠慮なく依頼してください,2010-10-06 17:22:35,1091,2058,2893,False,2020-08-16 08:47:00,"@clareappleyard hi I did write about Japanese fine system.
I appreciate you if you read or spread your friend
thank… https://t.co/D3f0Z8tFA6",,Twitter Web App,False
Antoine Neuraz,,,2009-06-02 12:20:16,23,45,34,False,2020-08-16 08:49:29,How #NLP can help amplifying signals in #EHR. Example with an emergent disease like #COVID19 published in @jmirpub… https://t.co/rz9chPRND9,"['NLP', 'EHR', 'COVID19']",Tweetbot for iΟS,False
TacoFaceFreedom,"Maharashtra, India",not a vegetarian but most certainly a fruitcake!,2019-11-17 03:30:32,17,381,3793,False,2020-08-16 08:49:53,"@moayush should be embarrassed today and should be dissolved. 

AYUSH Minister Shripad Naik spreads miss informatio… https://t.co/odZokEW0Xp",,Twitter for iPhone,False
JayEnAar,,"Public health physician. 
Arriving at the right answer is important, but getting the question right is vital.
The self-proclaimed expert is likely a charlatan",2011-06-29 13:01:40,4456,1410,43295,False,2020-08-16 08:52:11,"Yes, it was #Covid19 #Pandemic and the #lockdown that did it for the economy, but #India should be in no doubt that… https://t.co/Z872VSQmwE","['Covid19', 'Pandemic', 'lockdown', 'India']",Twitter Web App,False
JandK Headlines,Srinagar,Credible and premium online news portal operated from #Kashmir. | Instagram https://t.co/AP6werA0v2 | Support us here - https://t.co/lweeoOevR3,2010-08-05 06:57:14,31013,202,1117,False,2020-08-16 08:54:11,Religious places reopens in #Kashmir after five months of #COVID19 lockdown. Video by @basiitzargar https://t.co/3wMop0UfLV,"['Kashmir', 'COVID19']",Twitter for Android,False
Vi,Australia,researching bedrest and artificial gravity with #AGBRESA | future #space doc | @SGAC | @ISU_SHSSP 2020 | @SpaceAusDotCom writer | marathoner | @DocsEnvAus,2008-06-16 20:22:30,1293,1032,4453,False,2020-08-16 08:57:08,"So how many deaths is it, @ABCaustralia?

#COVID19Vic #COVID19Aus #COVID #COVID19  #Covid19VicData #snafu https://t.co/BTcfkHcdy3","['COVID19Vic', 'COVID19Aus', 'COVID', 'COVID19', 'Covid19VicData', 'snafu']",Twitter Web App,False
4ALLSEASONS,"Ayrshire, Scotland, UK","We are a new start-up online business specialising in selling for customers all year round E.G children's wear, adults, fashion, accessories, outdoor etc.",2020-07-20 16:19:07,358,402,132,False,2020-08-16 08:58:53,"Hello everyone, we have been making the most of the good weather as it doesn’t ever last in Scotland. We are busy t… https://t.co/EJzKQvkPzE",,Twitter for iPhone,False
Unicef UK,,"Right now, children are in danger. We will do whatever it takes until every child is safe.",2007-11-16 11:56:04,231770,2592,4442,True,2020-08-16 09:00:37,"Amid the #covid19 pandemic, Unicef has supplies more than 84 tons of soap to most vulnerable families including tho… https://t.co/pJS3JnHeOW",['covid19'],Hootsuite Inc.,False
Malaria No More India,"Bhubaneswar, India",Malaria No More India envisions a world where no one dies from a mosquito bite. We work at national & state levels to support India’s 2030 goal to #endmalaria.,2019-08-19 10:19:03,49,124,15,False,2020-08-16 09:06:52,"Monsoon increases the chances of getting malaria. Be prepared beforehand. Use mosquito repellents, coils, and bedne… https://t.co/giIle4yZFO",,Twitter Web App,False
Strayt,"Sydney, New South Wales","Straight shooter. I don't hold back. Ban veggie burgers, turkey bacon, baby naming ceremonies & gay weddings - poor substitutes for the real thing.",2017-09-06 06:08:10,18,5,753,False,2020-08-16 09:07:10,@SkyNewsAust @DanielAndrewsMP Great if martial law is your thing. Good luck with that #loser #COVID19Vic… https://t.co/Vvo5nxI0Ah,"['loser', 'COVID19Vic']",Twitter for iPhone,False
CYRIL,"Cork, Ireland ",political Analyst and contributor,2009-11-14 22:25:34,36,149,116,False,2020-08-16 09:15:06,"@realDonaldTrump What happened was not done by US envoy, Israel #Israel and saudi Arabia #SaudiArabia are doing all… https://t.co/dd89gI7beG","['Israel', 'SaudiArabia']",Twitter for Android,False
MichaelLowe,,"Tweeting incisive facts & questions with witty, vicious sarcasm/ridicule for Trump propagandists. Believe in the power of Love & Truth & We the People! RESIST!",2018-08-09 02:27:28,442,1494,4856,False,2020-08-17 03:07:23,@lauferlaw @trish_regan the few billion the USPS needs is a drop in the bucket compared to @realDonaldTrump's tax c… https://t.co/PosJUD5UeJ,,Twitter Web App,False
Joyce Honigford,,"Wife, Mom, Nana, Caregiver, Doula, Photographer, + Christian",2020-05-03 22:34:32,4,21,11,False,2020-08-17 03:08:30,@DonaldJTrumpJr my daughter relapsed from leukemia in December 2019. Caught covid-19 in June. Fully recovered using… https://t.co/9p6dxKcjGf,,Twitter for Android,False
Kiran Kumar Pabbathi,#FollowBack,"Best Selling Author, ITSM Trainer, Consultant, Career Counsellor, and Lyricist",2020-02-14 04:03:24,250,430,329,False,2020-08-17 03:11:56,#ArtificialIntelligence #SushantSingRajput project needs serious investigation.Such a brilliant mind's homicide z b… https://t.co/sMcjHr1NYq,"['ArtificialIntelligence', 'SushantSingRajput']",Twitter Web App,False
Cori 🗽,USA,Storyteller 💌 Capitalist 💰 Proud American ♥️🇺🇸,2009-03-16 19:40:39,8670,6427,49049,False,2020-08-17 04:07:10,"Joe Biden is an absolute coward. He wants to debate Trump on Zoom now. 

This guy cannot lead our country. He is a… https://t.co/qaa4Q05IoP",,Twitter Web App,False
Open Letters,Text RESIST to 50409,"Copies of real letters delivered to the President, Congress, Governors, and State Legislators. Send 'resist' as a Direct Message to @resistbot to write yours.",2017-12-06 22:18:07,17407,3,2,True,2020-08-17 04:08:08,"🖋 Sign “Authorize COVID-19 Rapid Testing” and I’ll deliver a copy to your officials: https://t.co/FyKxuXN0Aw

📨 No.… https://t.co/eSXDyU9pdQ",,Resistbot Open Letters,False
Manickam Tagore MP🇮🇳✋மாணிக்கம் தாகூர்,மதுரை & விருதுநகர்,Congress-worker 💪🏾Whip of Congress in Loksabha ✋Member of Parliament for Virudhunagar (2009-14 & 2019 till date 🙂)🇮🇳Secy AICC 💪🏾🇮🇳Ex @nsui @iyc,2009-09-15 07:07:52,22948,1059,11543,True,2020-08-17 04:15:48,"India 🇮🇳 lost 50000 lives . But no one takes responsibility🤔

One day 941 deaths reported in India  But no one take… https://t.co/5iLeDUSFKy",,Twitter for iPhone,False
japanism,Tokyo Japan Asia,#japanite #japanesque #japanist #japanology #japanization #japantech #japanides #japanica #japanimation #japanime #japaninc #japango #japanic #japanism #jap,2011-09-30 15:19:15,748,1165,34,False,2020-08-17 04:20:19,#Japan PMs aloof tone deaf and now MIA in hospital largely withdrawn from government decision making and question d… https://t.co/VJvLGQRO58,['Japan'],Twitter for iPhone,False
luden,"Anchorage, AK",We need a new one,2020-08-09 21:36:34,14,234,171,False,2020-08-17 04:22:53,#COVID19 #concerts are nuts! https://t.co/0mqbkYtj9o,"['COVID19', 'concerts']",Twitter for iPhone,False
East Asia Forum,"Canberra, ACT","Economics, Politics and Public Policy in East Asia and the Pacific

Facebook: https://t.co/6JtHmOUZ1n | LinkedIn: https://t.co/4Y4ZSHLr9l",2010-01-22 00:39:29,22054,3449,148,False,2020-08-17 04:30:21,"Industrial policy the wrong treatment for #COVID19 woes, writes the EAF Editorial Board (@ANUCrawford).… https://t.co/02VWCHOLpD",['COVID19'],Buffer,False
Judy Hager 🌊🌊🌊,"Rochester, NY",🎀  𝒥𝓇. 𝐻𝒾𝑔𝒽 𝓉𝑒𝒶𝒸𝒽𝑒𝓇  🎀  #VoteTrumpOut #Biden2020 #FlipTheSenateBlue #TrumpIsUnwell 𝕃𝕖𝕥'𝕤 𝔹𝔼𝔸𝕋 𝕋ℝ𝕌𝕄ℙ'𝕊 𝔸𝕊𝕊.,2017-05-12 00:46:38,4736,5163,5343,False,2020-08-17 04:40:13,"Please read the entire thread.  This is what we are opening ourselves up to when we open schools.  

Teachers want… https://t.co/L4iHsFc8FX",,Twitter Web App,False
Mimi #FoundRoksiefied,,"Family is my domain |Software engineer|fascinated by innovation |I am for sports| Believer (#RoksiefiedForever🐲🌹)
https://t.co/YMJtsoR980",2018-01-24 12:41:22,1443,407,36465,False,2020-08-17 04:45:27,Nothing beats the day than a #Rosie_XSpedyweightloss package in your life . It takes care of everything and soothes… https://t.co/kYCE7GuFRG,['Rosie_XSpedyweightloss'],Twitter for Android,False
Shubham Jain,"New Delhi, India",,2014-02-20 07:45:02,3,88,10,False,2020-08-17 04:46:04,"I strongly feel GOI has now lost whole hope against #corono #epidemic
Plz GOI I beg you I am a common citizen of th… https://t.co/yjNxbSubt4","['corono', 'epidemic']",Twitter for iPhone,False
NewsVoir,India,NewsVoir is a Press Release distribution platform & works as a single-window solution for reaching out to the media,2014-05-08 08:34:47,501,705,717,False,2020-08-17 05:03:06,"Despite #COVID19 Disruptions, Ace Group Committed to Timely Delivery of Projects @AceGroupIndia #realestate 

Read… https://t.co/RYqM3D8ZXO","['COVID19', 'realestate']",Twitter Web App,False
contentworks,Cyprus,Contentworks delivers hawkish content marketing solutions for the #financial #forex #cryptocurrency and #tech sectors.,2017-01-09 06:07:29,1821,1520,7876,False,2020-08-17 05:30:47,"Today, we're heading down under to take a look at the top 5 companies headquartered in Australia and how they're fa… https://t.co/xA99i9wEzr",,AgoraPulse Manager,False
New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",2009-07-09 09:04:01,718075,411,881,True,2020-08-17 05:42:19,"#NSTworld #India's death toll from the #coronavirus surpassed 50,000 on Monday, with more than 900 new fatalities r… https://t.co/yBugQbhkHz","['NSTworld', 'India', 'coronavirus']",TweetDeck,False
Mudhi Mixture,"Orissa, India","Bringing you the latest news, views and trends from in and around Odisha.",2018-12-04 17:36:44,51,54,5,False,2020-08-17 05:55:40,"#Odisha #COVID19 Report | 16th August 2020

More than 50,000 tests conducted in the last 24 hours with 2244 new cas… https://t.co/MRwb3VXii1","['Odisha', 'COVID19']",Twitter Web App,False
ANI,India,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/PjGRhL4qvg",2011-08-16 05:23:41,4652880,0,0,True,2020-08-17 05:57:36,"2,244 new #COVID19 cases, 1,550 recoveries reported in Odisha on 16th August. Total number of cases stands at 62,29… https://t.co/1XnlVP8yMl",['COVID19'],Twitter Web App,False
Ablife,"Point Lobos, Monterey, CA",08-01,2014-03-14 07:11:54,11,61,3031,False,2020-08-17 06:17:34,"The smoking gun,  funding China, 
#pandemicUSA #covid19 #China","['pandemicUSA', 'covid19', 'China']",Twitter for iPhone,False
COVID19 in Asia-Pacific,Singapore,"focusing on pandemic updates in the Asia-Pacific region by a team of four based in SG, retweets arent endorsement and opinions are our own",2013-08-07 17:18:47,37731,138,119,False,2020-08-17 06:37:02,Airlangga University is currently developing in collaboration with several Indonesian institutions “the first… https://t.co/gzWf6b3Ox3,,Twitter for iPhone,False
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,502,1,0,False,2020-08-17 06:46:26,"30 new cases in Hungary 

[7:46 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False
G Plus,Guwahati,"An English weekly tabloid for an evolved and informed Guwahati. Follow us and stay updated about the gateway to Northeast India.
RT's are not endorsements",2013-06-12 05:57:48,28565,114,776,True,2020-08-17 06:47:56,"For people suffering from Down Syndrome and Autism, the pandemic, lockdown, etc are far beyond their levels of comp… https://t.co/4WLDYsmQol",,Twitter Web App,False
Steven Nunnery,Jackson TN,"Director/Producer of Jackson Paranormal
New Show On #YouTube
https://t.co/uuteXG2Kym
Co-owner of Hollow Star Production
https://t.co/hFEDnPbCHZ",2010-01-09 19:42:51,616,2062,1233,False,2020-08-17 06:52:13,"#Walmart  #producer  #documentary  #medical #HIPPA #MaskUp #Security  #covid19 
https://t.co/jJ8OVvoGCn
Its hard to… https://t.co/bnvSNxpoX6","['Walmart', 'producer', 'documentary', 'medical', 'HIPPA', 'MaskUp', 'Security', 'covid19']",Twitter for Android,False
Myan Lyca,,Passion Of Purity,2020-08-06 04:26:30,10,114,2,False,2020-08-17 06:59:49,"❗️Now is the time that everyone needs to be careful .😣
❗️According to (17.8.2020), there are (375) confirmed cases… https://t.co/VxMXUt4jXS",,Twitter for iPhone,False
Deccan Herald,India,"Bangalore & Karnataka's leading news daily for over 72 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",2011-03-18 10:02:16,58295,737,1099,True,2020-08-17 07:03:56,Cruise ship passengers had their temperatures checked and took #Covid19 tests Sunday so they could set sail on what… https://t.co/MZZW9VBXBq,['Covid19'],Twitter Web App,False
COVID19 News,WORLDWIDE,"""After all it really is all of humanity that is under threat during a pandemic."" ~ Margaret Chan
Latest Verified News and updates #COVID19 #coronavirus",2019-02-11 06:22:48,85,132,1,False,2020-08-17 07:06:19,"Biden, Harris call for all states to mandate masks after first joint Covid-19 briefing #CoronaVirusUpdates #covid19 https://t.co/MHSlv4HSpR","['CoronaVirusUpdates', 'covid19']",ContentStudio.io,False
Bolt News,"Bengaluru, India",Editor in Chief@ https://t.co/vZh6Uw2F1l,2018-10-23 17:05:58,240,368,31,False,2020-08-17 07:29:49,"Divyansh Singh, August 17, 2020, Bangalore

SC Dismisses Plea to Postpone NEET, JEE: Exams To Be Held In September.… https://t.co/2LPO2i93Yx",,Blog2Social APP,False
Phil Nice (I'm with stupid 👉 🇬🇧 🇺🇲 🇧🇷 🇷🇺),"England, United Kingdom","likes Bicycles 🚲,
likes People 👫,
likes Europe 🇪🇺.
dislikes populism,
dislikes right-wing tabloids,
doesn't want UK pushed around by Trump or Putin.",2019-03-16 07:40:12,6871,7145,5076,False,2020-08-17 07:38:07,"Bozo the clown and the corrupt cabal have been fed a truth serum.
You have five minutes to ask them one question be… https://t.co/J9XWBZh3hJ",,Twitter for Android,False
COVID 19 India Updates,,"Following COVID 19 Closely, only confirmed updates",2020-04-15 05:32:18,1181,40,9,False,2020-08-17 07:38:35,"894 new #COVID19 cases, 2,006 recoveries &amp; 10 deaths reported in Telangana on August 16, taking the total number of… https://t.co/7RGpqUAZDv",['COVID19'],Twitter for Android,False
ABS-CBN News Channel,Philippines,News updates & breaking news from the Philippines. Like our Facebook page:  http://t.co/xr1ETuyubS.,2009-06-04 21:26:24,5011132,770,5420,True,2020-08-17 07:50:48,No one can come close': Roque says Duterte in 'perpetual isolation' due to #COVID19 threat https://t.co/XGrc9z9HMt,['COVID19'],TweetDeck,False
Alchemy Arts,,Alchemy Arts - Manchester Based Media & Arts Organisation: Empowering The Community Through The Medium Of Arts,2012-03-16 14:37:01,661,936,443,False,2020-08-17 08:00:25,Don't forget that we've produced a number of visual aids to help you make sense of the latest #COVID19 information!… https://t.co/IKRVpaPo8S,['COVID19'],Buffer,False
BITC Gender Equality,United Kingdom,Business in the Community’s gender equality campaign works with employers to accelerate change for women at work.,2009-04-14 11:03:53,8792,511,400,False,2020-08-17 08:01:17,"*TODAY 11am* Every child should be supported to achieve in education, leading to a successful working life. In this… https://t.co/Y8pmVJJr8Z",,Hootsuite Inc.,False
Carole Gordon,London,Remember to look up at the stars and not down at your feet ~ Stephen Hawking,2009-02-14 16:46:51,1189,1112,5976,False,2020-08-17 08:01:20,Only “some” health officials are alarmed at Trump pushing a highly toxic plant as a cure for #COVID19? #Oleander https://t.co/bpya0yrvtU,"['COVID19', 'Oleander']",Twitter for iPad,False
@SNCLavalin,Worldwide,We are an engineering and construction company and together we're building what matters. En français: @SNCLavalin_fr,2009-03-25 23:51:14,22251,476,1034,True,2020-08-17 08:01:54,We will soon see the impacts of #COVID19 to our onsite #construction workforce. Read Steve Tubby’s article to learn… https://t.co/OyBanksGo0,"['COVID19', 'construction']",Hootsuite Inc.,False
Dinesh Chauhan,"New Delhi, India","Social Activist, self-employed, RT is not Endorsement...Hate lie n liars,
Follow 100% FB, Luv u all❤️, 
Live and let live, Respect all religions, 
जय माता की।🙏",2010-07-04 12:22:26,884,930,17713,False,2020-08-17 08:03:16,"In India death count surpassed 50,000 due to #Covid19 . Who is responsible for this tragedy ?
1) Jwahar Lal Nehru
2… https://t.co/YQqhub9qZm",['Covid19'],Twitter for Android,False
PDICH1,Nigeria,"Menstrual health, hygiene & sanitation, SRHR, FGM, education, gender equality, human rights, mental health, women empowerment.
SDG 2030",2016-05-22 17:17:55,275,2166,4917,False,2020-08-17 08:05:11,There is still a huge need of #WASH facilities especially for children in developing countries #COVID19 #handwashing https://t.co/DhrgknqmSP,"['WASH', 'COVID19', 'handwashing']",Twitter for Android,False
Vicar of Dimbleby 🇪🇺,Europe,"Believe in reforming undemocratic Britain. 
#Brexit is a disaster that must be reversed.
Ignorance is unforgivable.",2012-03-14 23:03:52,631,277,53773,False,2020-08-17 08:06:29,"@CaroleHorsford @Benface1989 @GMB @ProfKarolSikora Do you not know #COVID19 kills and disables for life, whilst tho… https://t.co/qav0i9Jd3z",['COVID19'],Twitter for Android,False
Lalitendu Bidyadhar Mohapatra,"Bhubaneshwar, India","MLA, Brahmagiri. State Vice President. Descendant of Freedom Fighter Baxi Jagabandhu. Former Ranji Player/Coach . Inspired by #NewOdisha vision of @DPradhanBJP.",2019-09-27 09:01:05,1079,146,2655,True,2020-08-17 08:08:53,"Held a press meet at the party office today along with Puri District BJP President Shri Ashrit Pattnaik. 

We deman… https://t.co/Z8cw9njsnH",,Twitter for Android,False
Dr. Satya Prakash Yadav,Gurgaon,"Director, Pediatric Hematology Oncology & Bone Marrow Transplant, Medanta Hospital,Gurgaon, India. Opinions are my own and RT are not endorsement",2010-02-13 10:03:31,15305,1115,22555,False,2020-08-17 08:12:40,#covid19 @VincentRK @EricTopol any good reference or data on #SARCov2  PCR  in patients with leukemia particularly… https://t.co/i915AstLoq,"['covid19', 'SARCov2']",Twitter for iPhone,False
